Dates,USD
2008-06-20,2468400.0
2008-06-23,722400.0
2008-06-25,720000.0
2008-06-24,1009800.0
2008-06-26,1099800.0
2008-06-27,1449600.0
2008-06-30,585000.0
2008-07-01,1441200.0
2008-07-02,1371000.0
2008-07-03,1209600.0
2008-09-22,1551000.0
2009-04-02,1094400.0
2008-11-25,1639800.0
2011-09-15,1807800.0
2011-05-10,1281600.0
2010-08-27,1865400.0
2018-02-01,1573800.0
2018-07-09,1500600.0
2018-12-14,1716600.0
2019-05-21,916800.0
2019-07-15,651600.0
2020-04-01,3100800.0
2014-11-10,1234800.0
2015-04-17,1590000.0
2015-09-22,1224000.0
2016-08-03,772200.0
2017-06-15,1395000.0
2017-11-20,927600.0
2018-04-27,1513800.0
2018-10-02,613200.0
2008-10-07,790200.0
2009-02-12,1278000.0
2011-07-28,1256400.0
2011-03-22,2598600.0
2010-07-09,1719600.0
2010-03-03,1743000.0
2012-12-21,1279800.0
2009-10-26,1419000.0
2012-08-15,973800.0
2013-09-03,772800.0
2014-03-24,1123200.0
2014-08-29,785400.0
2019-08-14,1219200.0
2020-06-25,1051800.0
2015-02-03,1260000.0
2020-06-16,1041600.0
2015-12-16,682200.0
2016-10-27,637200.0
2017-04-03,456600.0
2017-09-08,533400.0
2018-02-13,1542600.0
2018-12-26,2898600.0
2014-01-10,2893800.0
2019-11-07,2441400.0
2020-04-13,2376000.0
2008-08-19,2187000.0
2011-06-09,1457400.0
2011-02-01,1964400.0
2010-05-21,2483400.0
2010-01-13,3753600.0
2012-11-02,3123000.0
2013-07-16,3277800.0
2013-11-21,4369200.0
2014-08-04,2205600.0
2014-12-10,1324800.0
2015-04-29,1393200.0
2016-03-10,1804800.0
2016-08-15,1942800.0
2017-01-20,1051200.0
2017-06-27,3011400.0
2018-05-09,1606200.0
2019-03-21,1011600.0
2013-10-29,1540800.0
2019-08-26,1465200.0
2020-01-31,2203800.0
2014-09-10,1128000.0
2015-07-23,2544000.0
2015-12-28,1870800.0
2008-11-06,4777200.0
2009-07-20,2876400.0
2012-05-09,3498000.0
2011-04-21,2719200.0
2010-12-14,3591000.0
2013-05-28,1783800.0
2013-10-03,1515600.0
2014-06-16,1581000.0
2014-10-22,2395800.0
2015-02-27,2411400.0
2016-06-03,1924200.0
2016-11-08,3216000.0
2017-09-20,3042600.0
2018-08-02,2949000.0
2019-01-07,3418200.0
2019-06-14,2857800.0
2014-01-22,1293600.0
2019-11-19,2808600.0
2014-12-04,1774200.0
2015-05-11,2486400.0
2015-10-16,2285400.0
2016-03-22,2611800.0
2017-02-01,1690800.0
2010-02-12,1788000.0
2009-06-01,4332600.0
2008-09-18,3964800.0
2009-10-07,1833600.0
2012-07-27,3438600.0
2012-03-21,2388600.0
2011-11-14,3272400.0
2011-03-03,3245400.0
2010-10-26,3646200.0
2013-04-09,2169600.0
2017-12-14,5198400.0
2018-05-21,1290600.0
2018-10-26,1869000.0
2019-04-02,2191200.0
2020-02-12,2002800.0
2014-09-22,1707000.0
2015-08-04,2799000.0
2016-06-15,2241600.0
2017-04-27,9004800.0
2017-10-02,3714000.0
2018-03-09,2253000.0
