Dates,AMZN,WFC,BAC,NFLX,GOLD,AAPL
2007-12-31,,,,,,
2008-01-02,0.016416170510669348,0.012961096300124098,0.015155192720539334,-0.014471203060179905,0.003739187753885931,-0.001152908592893409
2008-01-04,0.007446241172886392,-0.04035431629622932,-0.02167102667073273,0.05195782583659514,0.07124557635012074,-0.019370677925821145
2008-01-07,-0.02914840197299995,-0.03418803418803418,-0.015505809784721714,-0.06800286597219507,0.05064120660843874,-0.020265069240142375
2008-01-03,-0.0497533699695879,-0.019468999541966236,0.0012499809265136275,-0.05107528380623205,-0.015721934611796162,-0.053277651306966156
2008-01-08,-0.012074020104512861,0.0061371867007813385,0.003245969303163898,0.003642265954508783,0.024800261560905534,-0.006124130904080705
2008-01-09,0.00011415769831590872,-0.04915682805810362,-0.04479838783945156,-0.06411288965815198,-0.0016406484641344754,-0.04907295538740708
2008-01-10,-0.04088618434764668,0.002264130790278651,0.0005211166546914558,-0.02455836631525421,0.013147070370506775,0.036660889615930614
2008-01-11,0.0005953253198953679,0.04329817927914137,0.02630203857811142,0.08215543782948287,-0.000811048576132567,-0.008897451347090968
2008-01-14,-0.02201592884679293,0.024179000304239695,-0.01649331460024328,-0.026122433798653755,0.06655849584501428,0.008636409773315368
2008-01-15,-0.0205646438930448,-0.04122621955223271,0.0010320154091729705,-0.05196982356275992,-0.023211590350587064,0.0011265841673220311
2008-03-14,-0.011305703278251089,0.018008147554345877,-0.028865952420302543,-0.04730332043294194,-0.031164753980633564,-0.07027904826735154
2008-06-18,0.007288286224044205,-0.0068592248673085,0.039543467401853105,0.017169379910759064,-0.038600762341224004,-0.02251410131224385
2009-01-28,-0.0028693032238759075,-0.03089786893485158,-0.04901706047225507,-0.00501821090540755,-0.008782897775525766,0.0012383417727399593
2008-04-15,-0.07944449455619362,-0.08552140659021146,-0.11087251189571101,-0.02659330210396138,-0.05042200690733811,-0.08441039574458042
2008-11-25,0.027453065952681932,0.07506152529533194,0.11201699936041631,0.038624606694980024,0.0770940091113721,-0.08017014384856225
2009-04-02,-0.014153435402389558,0.14460133719625423,0.09964697220978169,0.072108826649111,0.05115510655225397,0.0279021465633007
2008-10-07,0.055816499802022745,0.05133336385091147,-0.0093827424225984,-0.057529655982972994,0.017072267704320243,-0.007143340145279731
2008-01-25,-0.022620392986037685,-0.03582755343418298,-0.017198371013928848,-0.0062836566947842565,0.017750301687122105,-0.07791932710048388
2008-02-26,-0.014822610385657908,0.05228543770358485,0.056555909839635765,0.04200547807083144,0.019146887612003782,0.02333022605356172
2008-04-30,-0.029431118204267803,0.014999985694885254,0.004320698651825827,0.013003836730465457,-0.008556530856296707,0.0016775069709484836
2008-09-05,-0.06295889578157976,-0.008312822092641059,-0.0014340672340390492,-0.03508766667787855,-0.0153846098792072,-0.01461523826481892
2008-08-04,0.1467129943938179,0.03259854911224491,0.05600766445563954,0.10022172715976763,-0.009146332820563763,0.052452647767545324
2008-07-03,-0.05720066862927431,-0.026157515808457266,0.014279262995628539,0.023377666823716003,-0.03461536994347203,-0.014900125850855428
2009-03-16,-0.022818750983116587,-0.055881429455069465,-0.038659207647739224,0.0035447179909211535,-0.041035883306436705,-0.028164863875694057
2009-02-12,-0.0068681315802214815,0.008502296583731583,-0.0072059825660710786,0.01255882929145069,0.022642296767919623,0.0030668494356065334
2008-12-10,-0.06818810646033469,-0.03242542137004778,-0.01264343074462071,-0.0073643156616926,-0.019094020626640895,-0.08300854490122045
2009-04-08,0.08950569294140043,0.017426288709940785,0.024899290902294924,0.03279965586545486,0.00476288129790392,0.017587799607525323
2008-03-12,-0.0035422633627438804,-0.015151547515596775,-0.009949104419964772,0.019281663468357246,0.03606760064900172,0.04857472174748123
2008-10-22,0.0313098295684624,-0.004013342254706842,-0.008880604346454768,0.001112785131071048,-0.003182809746471782,0.02101394177766802
2008-08-19,-0.0058332551985428305,0.014439166820435112,0.015326609955613302,0.0029640667428558753,-0.040111796283140544,-0.030757448561200995
2008-07-18,0.0365382793868283,0.01092359619515193,0.007895962418588809,-0.00554119294773181,0.009355525513822238,0.021471388152441317
2008-06-16,-0.03512161635189326,-0.03667324183556131,-0.03225809854048278,-0.013744432379350524,-0.008856855034665823,-0.024188497579096913
2009-02-27,-0.01946665445963547,0.036709718589575946,0.028095245361328125,-0.008286253372118746,0.017040725540849566,-0.002217521145066459
2008-05-15,-0.022300780109212215,-0.03147537981877557,-0.022695681688516767,0.005317123646925825,0.009194948417793114,-0.03008169928580018
2009-01-26,0.02837275204776013,0.04333103383974701,0.019668199084165394,0.03891198370589599,0.03219275505642405,0.03150568293870659
2009-03-31,-0.04598324876406701,0.0012978882518956958,-0.016964898046605392,0.007272711604094928,-0.013730889941642954,-0.02832210686045833
2009-04-14,0.025659165510378168,0.0110175031063946,-0.0007091910127173806,0.0003610190956928605,0.0037788871523298795,-0.03176025138381666
2009-04-17,-0.006081476451849532,0.012499980131785549,0.010409241115306722,0.003608827850979379,-0.01644544899900291,-0.008010863989818762
2009-04-20,-0.01710476003746475,-0.023741690293678563,-0.008428953829747177,0.0999639868787654,0.02639003604750645,0.005015302403781341
2008-07-01,-0.005376305203413256,0.019131003556054793,0.005667100049919771,0.03367114209813149,0.014720313812939922,0.07586911409581498
2008-05-30,-0.046799442001518976,-0.037225582721399864,-0.036863106109400245,0.006641412795236112,0.029787251311440555,0.01643077372646462
2009-02-10,-0.05103718660819856,-0.033707880041260796,-0.031204260483000956,-0.0025134096402598116,-0.008640174392706146,-0.037512499226785456
