Dates,EGP
2008-06-20,324300.0
2008-06-23,137900.0
2008-06-25,136100.0
2008-06-24,194700.0
2008-06-26,261700.0
2008-06-27,403400.0
2008-06-30,253600.0
2008-07-01,261400.0
2008-07-02,212100.0
2008-07-03,81900.0
2008-09-22,127600.0
2009-04-02,234500.0
2008-11-25,213900.0
2011-09-15,140000.0
2011-05-10,160100.0
2010-08-27,140500.0
2018-02-01,277000.0
2018-07-09,202000.0
2018-12-14,170700.0
2019-05-21,102700.0
2019-07-15,68600.0
2020-04-01,136500.0
2014-11-10,177600.0
2015-04-17,164300.0
2015-09-22,229600.0
2016-08-03,148700.0
2017-06-15,160600.0
2017-11-20,142600.0
2018-04-27,185300.0
2018-10-02,247000.0
2008-10-07,306100.0
2009-02-12,282800.0
2011-07-28,164900.0
2011-03-22,111200.0
2010-07-09,308600.0
2010-03-03,220800.0
2012-12-21,137800.0
2009-10-26,138100.0
2012-08-15,109600.0
2013-09-03,124800.0
2014-03-24,99800.0
2014-08-29,86800.0
2019-08-14,167400.0
2020-06-25,130700.0
2015-02-03,216000.0
2020-06-16,136000.0
2015-12-16,153000.0
2016-10-27,94200.0
2017-04-03,78600.0
2017-09-08,176100.0
2018-02-13,128700.0
2018-12-26,106400.0
2014-01-10,96900.0
2019-11-07,151700.0
2020-04-13,129000.0
2008-08-19,228500.0
2011-06-09,155300.0
2011-02-01,179400.0
2010-05-21,122800.0
2010-01-13,316800.0
2012-11-02,251600.0
2013-07-16,169300.0
2013-11-21,526500.0
2014-08-04,566800.0
2014-12-10,301000.0
2015-04-29,420600.0
2016-03-10,216200.0
2016-08-15,225700.0
2017-01-20,201200.0
2017-06-27,200700.0
2018-05-09,233500.0
2019-03-21,162300.0
2013-10-29,193100.0
2019-08-26,169500.0
2020-01-31,176200.0
2014-09-10,314700.0
2015-07-23,323400.0
2015-12-28,304600.0
2008-11-06,512000.0
2009-07-20,166300.0
2012-05-09,483700.0
2011-04-21,583800.0
2010-12-14,411200.0
2013-05-28,351300.0
2013-10-03,148200.0
2014-06-16,281300.0
2014-10-22,180600.0
2015-02-27,630700.0
2016-06-03,715500.0
2016-11-08,606200.0
2017-09-20,550600.0
2018-08-02,595900.0
2019-01-07,227900.0
2019-06-14,409400.0
2014-01-22,326300.0
2019-11-19,276000.0
2014-12-04,338100.0
2015-05-11,380400.0
2015-10-16,288100.0
2016-03-22,433700.0
2017-02-01,284100.0
2010-02-12,385700.0
2009-06-01,409700.0
2008-09-18,242900.0
2009-10-07,245100.0
2012-07-27,333300.0
2012-03-21,310800.0
2011-11-14,535800.0
2011-03-03,738900.0
2010-10-26,610600.0
2013-04-09,458300.0
2017-12-14,294800.0
2018-05-21,104700.0
2018-10-26,388100.0
2019-04-02,416400.0
2020-02-12,341000.0
2014-09-22,420100.0
2015-08-04,430200.0
2016-06-15,328200.0
2017-04-27,529700.0
2017-10-02,218100.0
2018-03-09,272200.0
2018-08-14,255200.0
2009-08-19,164200.0
2009-04-13,248500.0
2008-07-31,464100.0
2012-06-08,560400.0
2012-02-01,555300.0
2011-09-26,397200.0
2011-01-13,654500.0
2010-09-07,181500.0
2013-06-27,203600.0
2013-08-29,279100.0
2014-02-03,252400.0
2019-06-26,369200.0
2014-07-11,228600.0
2020-05-07,417600.0
2014-12-16,450000.0
2015-10-28,399400.0
2016-09-08,395500.0
2017-02-13,366000.0
2017-07-21,309700.0
2017-12-26,376800.0
2018-11-07,583400.0
2013-06-17,393300.0
2013-11-22,611800.0
2019-09-19,320900.0
2014-04-29,496100.0
2009-02-23,330400.0
2009-07-01,388000.0
2009-11-06,224700.0
2012-04-20,227000.0
2011-12-14,377600.0
2011-08-08,233000.0
2013-05-09,491300.0
2014-05-28,450300.0
2014-10-03,595700.0
2015-03-11,369500.0
2020-02-24,347300.0
2016-01-21,478500.0
2016-06-27,198100.0
2016-12-02,345300.0
2017-05-09,599800.0
2018-03-21,403300.0
2019-01-31,378300.0
2013-09-10,348100.0
2019-07-08,406600.0
2019-12-13,476400.0
2014-07-23,417600.0
2020-05-19,563800.0
2015-06-04,372600.0
2010-06-01,669300.0
2013-03-21,290900.0
2009-05-13,412800.0
2009-01-05,307600.0
2009-09-18,376500.0
2012-11-13,322900.0
2012-03-02,320400.0
2011-10-26,469300.0
2011-06-20,367900.0
2013-12-02,425400.0
2015-11-09,423400.0
2016-04-15,414700.0
2016-09-20,329400.0
2017-08-02,397900.0
2018-06-14,268100.0
2018-11-19,336000.0
2019-04-26,303500.0
2013-12-04,558500.0
2019-10-01,292400.0
2014-10-16,464300.0
2015-03-23,332400.0
2015-08-28,488100.0
2016-02-02,390300.0
2016-12-14,290800.0
2010-08-19,357800.0
2008-11-17,340100.0
2009-07-31,393900.0
2009-03-25,331800.0
2010-04-13,311000.0
2013-01-31,298000.0
2012-09-25,253000.0
2012-01-13,503900.0
2011-09-07,295900.0
2011-05-02,407900.0
2017-10-26,240400.0
2018-04-02,460000.0
2018-09-07,485400.0
2019-02-12,458500.0
2014-02-27,335300.0
2015-01-09,339600.0
2015-06-16,291000.0
2016-04-27,469900.0
2017-03-09,489700.0
2017-08-14,523300.0
2018-01-19,485900.0
2010-07-01,276700.0
2009-02-04,215200.0
2008-09-29,209800.0
2009-06-12,254600.0
2010-02-23,348000.0
2012-12-13,272600.0
2012-08-07,410500.0
2011-11-25,158500.0
2011-07-20,264100.0
2013-07-11,466600.0
2018-06-26,410900.0
2019-05-08,536800.0
2014-05-23,265500.0
2020-03-19,327900.0
2014-10-28,587000.0
2015-09-09,276000.0
2016-07-21,289600.0
2017-06-02,382800.0
2017-11-07,518600.0
2018-09-19,281400.0
2019-08-01,299800.0
2011-01-24,274600.0
2009-04-24,420700.0
2008-08-11,297700.0
2008-12-17,319000.0
2010-05-13,523700.0
2010-01-05,362600.0
2012-10-25,235800.0
2012-06-19,298900.0
2011-10-07,332000.0
2013-07-08,413400.0
2014-03-11,444200.0
2015-01-21,309700.0
2020-01-06,382500.0
2020-06-12,224100.0
2015-12-03,405200.0
2016-05-09,390600.0
2016-10-14,283900.0
2017-03-21,297600.0
2018-01-31,223800.0
2018-12-13,385900.0
2019-05-20,95600.0
2019-06-13,138400.0
2019-10-25,162500.0
2014-06-04,155900.0
2020-03-31,250000.0
2015-04-16,319900.0
2011-04-13,278400.0
2010-12-06,278100.0
2008-10-29,126200.0
2009-03-06,221100.0
2010-03-25,113300.0
2009-11-17,289800.0
2012-09-06,199700.0
2012-05-01,125100.0
2013-05-20,108700.0
2013-09-25,197400.0
2015-09-21,108300.0
2016-02-26,288500.0
2016-08-02,153700.0
2017-06-14,147900.0
2018-04-26,214500.0
2018-10-01,85500.0
2019-03-08,288500.0
2013-10-16,289500.0
2019-08-13,279800.0
2014-08-28,465900.0
2020-06-24,201400.0
2015-02-02,629400.0
2015-07-10,416500.0
2015-12-15,213400.0
2011-07-01,138900.0
2011-02-23,295100.0
2009-01-16,184500.0
2008-09-10,235500.0
2010-10-18,336700.0
2013-04-01,173900.0
2010-02-04,368600.0
2009-09-29,210800.0
2012-07-19,325800.0
2012-03-13,292500.0
2016-10-26,131100.0
2017-09-07,125800.0
2018-02-12,259900.0
2018-07-20,261300.0
2014-01-09,192000.0
2019-11-06,194600.0
2014-11-21,209300.0
2015-04-28,83200.0
2016-03-09,110400.0
2017-01-19,118400.0
2017-06-26,90100.0
2017-12-01,85000.0
2011-05-13,106500.0
2011-01-05,101300.0
2008-11-28,193300.0
2009-08-11,117400.0
2008-07-23,137200.0
2010-08-30,877900.0
2013-02-11,417500.0
2009-12-17,223800.0
2012-05-31,369700.0
2013-06-19,792100.0
2018-05-08,236000.0
2019-03-20,263000.0
2013-10-28,409000.0
2014-04-04,551500.0
2020-01-30,470500.0
2014-09-09,306900.0
2015-07-22,180000.0
2016-06-02,171800.0
2016-11-07,76300.0
2017-09-19,246800.0
2018-08-01,153100.0
2011-12-06,87700.0
2011-03-25,123200.0
2009-06-23,250200.0
2008-10-10,125900.0
2010-11-17,209700.0
2010-07-12,167600.0
2013-05-01,152000.0
2012-12-24,212900.0
2009-10-29,345300.0
2013-09-06,312900.0
2014-01-21,345600.0
2014-12-03,233200.0
2019-11-18,283100.0
2020-04-24,330100.0
2015-10-15,535900.0
2016-03-21,383800.0
2016-08-26,342800.0
2017-01-31,425200.0
2017-12-13,205700.0
2018-10-25,227700.0
2013-06-04,224700.0
2019-04-01,236700.0
2019-09-06,338000.0
2014-04-16,243200.0
2020-02-11,196700.0
2012-02-23,497500.0
2011-10-18,319400.0
2009-05-05,250900.0
2008-08-22,245600.0
2009-09-10,199000.0
2011-02-04,215900.0
2010-09-29,134400.0
2010-05-24,57500.0
2013-03-13,91900.0
2012-11-05,355600.0
2015-02-26,325100.0
2015-08-03,185300.0
2016-01-08,233500.0
2016-06-14,210400.0
2017-04-26,221000.0
2018-03-08,130200.0
2018-08-13,138600.0
2019-01-18,114900.0
2013-08-28,120800.0
2019-06-25,391600.0
2014-07-10,210400.0
2020-05-06,254900.0
2014-12-15,195700.0
2015-05-22,443500.0
2015-10-27,222600.0
2012-09-17,171400.0
2012-01-05,192000.0
2011-08-30,124300.0
2009-03-17,123100.0
2009-07-23,150300.0
2010-12-17,200300.0
2010-08-11,156100.0
2010-04-05,203300.0
2013-01-23,417000.0
2013-05-31,530500.0
2016-09-07,265800.0
2017-07-20,259900.0
2018-06-01,287300.0
2018-11-06,198800.0
2019-09-18,537600.0
2014-04-28,424700.0
2015-03-10,235600.0
2016-01-20,290300.0
2016-12-01,420300.0
2017-05-08,516900.0
2012-07-30,705700.0
2011-11-17,291000.0
2011-07-12,273600.0
2009-06-04,367000.0
2009-01-27,338300.0
2010-10-29,767300.0
2010-06-23,198300.0
2013-04-12,158800.0
2013-12-24,108500.0
2014-05-01,236000.0
2017-10-13,203800.0
2018-03-20,205800.0
2019-01-30,351700.0
2013-09-09,343600.0
2014-02-14,1585500.0
2019-12-12,665300.0
2014-07-22,547400.0
2020-05-18,169400.0
2015-06-03,374100.0
2016-04-14,246100.0
2016-09-19,249300.0
2017-02-24,407100.0
2017-08-01,802000.0
2018-06-13,150800.0
2009-12-28,201900.0
2012-10-17,228200.0
2012-06-11,219900.0
2011-09-29,108200.0
2008-12-09,120400.0
2009-04-16,249800.0
2011-05-24,140500.0
2010-09-10,157100.0
2013-06-28,120200.0
2013-11-05,66300.0
2013-12-03,89900.0
2019-04-25,157600.0
2019-09-30,232500.0
2014-10-15,149100.0
2020-03-06,126900.0
2015-08-27,206200.0
2016-02-01,141500.0
2016-07-08,104500.0
2016-12-13,111100.0
2017-10-25,169900.0
2018-09-06,136600.0
2019-02-11,58200.0
2019-07-19,89600.0
2014-02-26,211000.0
2019-12-24,107700.0
2010-07-23,141100.0
2010-03-17,136200.0
2009-11-09,167000.0
2012-08-29,100900.0
2012-04-23,89700.0
2009-02-26,80000.0
2008-10-21,143500.0
2011-08-11,138800.0
2011-04-05,122600.0
2013-09-17,239400.0
2015-01-08,141200.0
2015-06-15,121100.0
2015-11-20,142800.0
2016-04-26,142100.0
2017-03-08,148900.0
2011-10-17,207700.0
2018-01-18,342900.0
