Dates,BSD
2019-09-09,10900.0
2020-03-02,12900.0
2020-05-20,6200.0
2019-12-17,31200.0
2020-03-05,20100.0
2019-02-12,32000.0
2019-01-11,69100.0
2018-12-10,16300.0
2019-08-23,14900.0
2018-11-08,41400.0
2019-07-22,64000.0
2019-06-20,14500.0
2018-09-05,37100.0
2019-04-17,13400.0
2019-09-24,9500.0
2019-12-20,27100.0
2020-05-26,77100.0
2019-04-30,20500.0
2019-12-23,6700.0
2020-03-11,11400.0
2020-05-29,16600.0
2019-12-26,14200.0
2020-06-01,30600.0
2019-05-02,9700.0
2019-02-27,17300.0
2018-11-23,12300.0
2019-08-06,10800.0
2018-07-18,14700.0
2018-09-20,16800.0
2018-10-22,30700.0
2019-07-05,24400.0
2019-06-03,39700.0
2019-10-09,23200.0
2019-10-11,11700.0
2020-03-17,21600.0
2020-06-04,30400.0
2019-10-14,44400.0
2020-03-20,21500.0
2018-11-06,24600.0
2019-06-18,31600.0
2019-05-17,8100.0
2019-04-15,24100.0
2019-03-14,28200.0
2019-01-09,6700.0
2018-08-02,22200.0
2018-10-05,35900.0
2019-08-21,21700.0
2019-10-17,13300.0
2020-03-23,17800.0
2020-06-10,16400.0
2019-02-25,25100.0
2020-01-07,14800.0
2020-03-26,22100.0
2019-10-23,21500.0
