Dates,NFLX,AAPL,BAC,WFC,AMZN
2007-02-12,,,,,
2007-02-13,-0.31992921050044243,-0.19761250130511954,-0.00030883261272385276,0.2766909915986999,0.17462262429282793
2007-02-15,6.471158016481134,-0.12565603990457597,0.14113329775980388,0.02520774292713379,0.5123959604927311
2007-02-14,-0.7709276674793917,-0.2841055660283758,0.3877617988957891,-0.3823124279650296,-0.2532836324679708
2007-02-16,0.27107619530326077,0.09956189992223541,-0.36063819725237045,0.7363734279949634,-0.08042136708462722
2007-02-20,0.16687711836246422,0.5447657727049926,-0.07560305851678584,-0.3022365892014678,0.9028424877110495
2007-02-21,4.272468390477275,0.8703401508558166,0.1773954790958192,0.5544662309368191,-0.49363164633735424
2007-02-22,-0.8644651846090695,-0.2744612371913565,-0.1322250161405416,-0.15312245769196686,0.0926492769053322
2007-02-23,-0.0463855901809197,-0.38215428605786894,0.6453877103503636,0.5045035619513216,0.11597409715596507
2007-02-26,-0.2577517760133723,0.18914155340015792,-0.026850628874689142,-0.25010431022493074,-0.26598028158765963
2007-02-27,1.0139623916225649,0.8605430423831304,0.9340017729954453,0.32726353060192204,1.1933733148295005
2007-03-28,-0.29050654142905064,-0.19753481632084535,-0.13388022191663895,0.20764100609756087,-0.1314359316212277
2007-11-07,0.3992119779353822,0.5394964431884623,-0.08729706844195284,-0.022495016593822137,0.20402216614199853
2007-09-04,-0.3504730795224149,-0.3924529122968039,-0.31284540881207357,-0.20793203267080607,-0.15860325417576004
2007-08-03,1.1182693141420272,-0.02453580254148724,0.08316747558690363,0.06329776032715384,0.2282801304604638
2008-04-15,-0.1735571019238641,-0.13793402690858358,-0.10186165211551379,-0.07569301142933804,0.3431671824036129
2008-05-21,-0.3915304606240714,-0.13399359612205308,-0.12969742651017546,-0.27385453313887986,-0.3271742345231239
2008-08-08,-0.265038665038665,-0.18405887165639123,-0.08348627006220577,-0.06980905785375702,-0.11744904333341044
2008-08-11,0.05792446561080955,-0.11580020163941607,-0.1957566803410855,0.11436289959477719,-0.1873304234988793
2008-01-25,0.0034547738693466723,0.6143211253640701,-0.013931758628085489,-0.2371258034894399,-0.21307720843212208
2007-05-14,0.3986437141366719,0.1898557790121418,1.4080459226615472,1.6322447849585324,0.06663250666120102
2007-04-12,-0.12449649410711616,-0.08215872319420825,-0.017853075394487772,0.19393265928598535,0.6508329970600104
2007-12-24,-0.2166652466558746,-0.2976291323221849,-0.2140686478359617,-0.21592719696041185,-0.15427593672521567
2007-09-19,0.03578420709158148,0.021814523998979096,0.11533334690056574,0.06156942436203061,-0.05508072174738843
2008-04-30,-0.1431271658090938,0.24708100695464785,-0.4072465685312995,-0.4279114285188389,-0.38437113101740583
2007-07-17,1.7957107843137257,-0.31424543158870355,-0.2256818321738595,-0.188217882307519,-0.1006246155302134
2007-06-15,0.0005260158681452687,0.40493548590311135,1.1582619412033632,0.5977071856050098,0.3143924446899744
2008-02-26,-0.6432858707557503,-0.18256562856676994,-0.04857248111991164,-0.17060782526186535,0.06706828916820107
2008-05-27,0.7924342913289117,-0.19699002159245615,-0.36583063907227076,-0.3067961745814547,-0.4482790959392291
2008-08-14,-0.2736055913389064,0.9184251381730113,0.028230822654872645,0.28626748789196066,0.19704232534421218
2008-05-30,0.24224129799075556,0.07753363286763082,0.48640203078841493,0.20678261744628745,0.13419101985175086
2008-08-20,-0.40534588807046856,0.011034138838486474,-0.005323159739734407,0.2674908272181453,0.5530348557692308
2007-08-01,0.21887370706167797,-0.22986845897625607,-0.299802701929304,-0.44314873599894733,0.032730321498823045
2008-03-12,-0.20366684127815615,-0.1724700698723316,0.15805209610462234,0.2313228575929427,-0.0637450821207769
2007-03-26,0.3613998158137086,-0.16412336527029858,0.04899174699876796,0.5248874567218123,0.1824942887158365
2007-05-29,0.22564746810977976,0.1632335469620656,-0.22672490113911348,-0.4102418893905311,-0.15837716638698118
2007-04-27,0.5909485137585744,-0.18349732435698252,-0.15215698845942482,-0.21901645757573063,-0.3189403840353876
2008-01-08,-0.6140350877192983,-0.2543457834155508,-0.032354768142166535,0.01723627587149079,-0.19098580461042636
2007-12-07,-0.23420647149460705,0.162652595101205,-0.13568152427735447,0.16273838302444266,0.271955966427442
2007-11-05,0.9342723004694835,-0.1472747964395551,0.1300711494784883,0.044940467596469524,-0.18191598728094294
2007-10-04,-0.135748959778086,0.5576457130146726,0.45430386619295726,0.5003684530498702,0.4841311590391022
2008-05-15,-0.21675025075225673,0.196090331398729,-0.15158203598304987,-0.19830184856614874,-0.06377993068683052
2008-06-05,-0.34306569343065696,0.096342851782524,-0.003682288731578942,-0.13059892941653972,-0.24071931854033024
2008-08-26,0.27543859649122804,-0.15405138416782693,0.4546806960995491,0.44620317275762145,2.72409972299169
2007-10-19,1.647256610117683,0.2346123432270404,-0.28650715868416565,-0.07482367558744352,-0.44965040166617076
2007-09-17,3.5314935627273254,-0.38285488729924066,0.4270197231885573,0.13309984792726848,-0.3247104299287732
2007-08-16,-0.48773092113645056,-0.08216979424364934,0.32901572022704095,-0.3178905292268721,-0.03736690417100308
2008-04-28,-0.5430013927576602,0.2274311033974965,0.1566593714573623,0.7609877005894177,0.24342474582614293
2007-04-10,0.07379591836734689,0.49257928197657286,-0.23942051475768,-0.5453186745152288,0.18528551124487924
2007-03-09,-0.3543155440677107,0.35238539517358936,-0.3254047088512443,0.24112803710480413,1.8055751488305165
2007-06-13,-0.057770800627943486,0.12498540634054711,0.06897352223283448,0.49346452846037137,4.245942195136668
2008-03-27,0.16177940686437853,0.46383084107740924,-0.08828109972885267,-0.13521842932898698,-0.4040067402031262
2008-01-23,-0.4224867345475405,-0.5975299491649682,0.028869122561062666,-0.4231266964421998,-0.18408157029245975
2007-11-20,0.6403029550533896,-0.11852097987485333,0.290850040679715,1.217290767903365,-0.527348847110582
2008-06-11,0.02959654833093639,-0.13622821120709228,-0.24544457653521357,-0.4667683591196339,-0.22770567825448718
2008-08-29,0.9576532862814291,-0.05141255711483961,-0.22053880056773034,-0.19908731780411393,-0.2209514552621632
2007-12-05,-0.258787742226228,0.1404198238447083,0.10808691561100559,-0.24372820818096774,-0.06551513807252962
2007-10-02,-0.5238891422201956,-0.33691710977826594,0.06603031827902872,0.30171402869030217,0.060621569500074246
2007-04-25,-0.36724486538256895,1.255460915967865,-0.1449381186293166,0.03524490022583393,0.03559614806319189
2007-08-31,0.37941473259334013,-0.09002304199883648,-0.06881679619773828,0.1186329554530392,-0.08489833404239511
2007-07-30,-0.3052913923433309,-0.08448958746281232,0.5362518873954407,0.19218678402830314,-0.3450789972769738
2008-04-11,0.790979290979291,0.6680528356648541,0.07731408621406999,0.05514140655725974,0.13263248036597597
2007-06-28,-0.3268005879470848,-0.45400521992927834,-0.38205580275935414,0.14638485323393624,-0.2121866295264624
2008-03-10,-0.07379912663755461,-0.0026770837348959464,0.5043883882070559,-0.10742287086643265,-0.020040156078342197
2008-02-07,0.06113468489706109,0.46409950265850086,-0.05753437853719623,-0.0283720237109647,0.1213468377918665
2008-05-13,0.06561018957345977,0.18046160435086156,0.21201512751060458,0.17677081824456176,0.6645867089553097
2008-06-23,0.020986796386379458,-0.34743313528007014,-0.22282895152959037,-0.3152700442410594,-0.18049208168224562
2007-07-13,-0.1353117342771576,-0.1549671749097501,-0.007480603331343927,0.24055157244675685,-0.17451920241936159
2008-03-25,0.4985831234256928,0.029850073678850286,-0.023007277324131326,0.3132106994902568,2.7216099273410075
